FASTA_NAME	Gs(U)_NO_ALA_N2	Gs(U)_NO_AHR_N2	Gs(U)_NO_AHR_Ar	Gs(U)_NO_AHR_K	Gs(U)_NO_AHR_SI50	Gs(U)_NO_PRT_N2	Gs(U)_NO_PRT_Ar	Gs(U)_NO_PRT_K	Gs(U)_NO_PRT_SI50	Mw_NO_ALA_N2	Mw_NO_AHR_N2	Mw_NO_AHR_Ar	Mw_NO_AHR_K	Mw_NO_AHR_SI50	Mw_NO_PRT_N2	Mw_NO_PRT_Ar	Mw_NO_PRT_K	Mw_NO_PRT_SI50
seq728	1,426.70	10,616.64	-106.24	35,696.74	0.31	15,217.26	-69.75	207,689.44	0.42	545.36	2,063.67	113.80	58,284.24	0.25	3,143.00	112.38	214,400.65	0.38
seq729	371.48	3,663.91	-377.07	739.70	0.46	5,542.92	-203.26	3,144.36	0.59	142.00	688.61	120.16	872.70	0.33	1,109.27	109.56	4,723.28	0.53
seq730	415.33	3,981.70	-221.44	724.98	0.48	6,699.72	-145.72	6,018.51	0.55	158.76	730.65	116.87	1,011.64	0.38	1,279.01	111.63	7,864.10	0.50
seq731	616.03	4,651.56	-308.42	1,368.71	0.39	6,889.38	-176.85	5,980.92	0.53	235.48	830.03	113.84	1,688.68	0.32	1,312.15	110.33	9,028.03	0.49
seq732	587.36	5,758.84	-147.37	2,713.54	0.38	8,911.33	-152.93	13,741.75	0.51	224.52	1,051.87	116.80	4,151.36	0.29	1,669.49	116.22	16,448.82	0.45
seq733	557.22	3,424.57	-232.66	547.76	0.44	5,569.80	-265.74	1,754.71	0.58	213.00	650.82	110.48	680.18	0.36	1,034.53	119.32	2,699.79	0.53
seq734	1,189.32	9,799.70	-140.62	29,860.42	0.32	14,346.06	-103.86	150,819.55	0.44	454.62	1,956.65	116.56	46,448.13	0.27	3,004.87	115.13	140,795.26	0.39
seq735	1,619.24	12,753.90	-116.51	77,082.09	0.29	18,323.84	-96.90	566,513.74	0.39	618.96	2,492.25	114.75	120,754.47	0.24	3,914.13	110.41	529,819.12	0.35
seq736	788.03	4,018.10	-143.54	1,168.92	0.38	5,757.31	-45.45	4,434.12	0.53	301.23	823.84	107.91	1,586.17	0.31	1,197.38	106.25	6,978.32	0.48
seq737	321.71	3,710.09	-195.66	607.93	0.47	5,349.86	-72.30	2,630.90	0.62	122.98	693.87	119.58	871.08	0.34	1,053.44	114.66	2,886.31	0.53
seq738	669.70	4,338.18	75.26	789.13	0.38	6,815.95	-23.16	12,124.84	0.51	255.99	826.73	109.20	1,677.79	0.30	1,463.11	111.57	10,001.56	0.48
seq739	1,098.85	5,361.82	-92.58	2,859.15	0.34	8,545.66	-131.86	20,303.09	0.47	420.04	1,061.01	105.00	4,029.44	0.27	1,739.63	107.21	29,725.11	0.44
seq740	616.03	6,518.87	-175.49	6,333.77	0.39	8,740.10	-113.80	29,100.46	0.50	235.48	1,313.48	118.02	8,862.65	0.32	1,895.55	112.28	26,119.40	0.45
seq741	491.42	3,537.72	-200.31	639.41	0.48	6,340.83	-123.96	4,451.11	0.56	187.85	707.22	115.67	968.56	0.36	1,190.31	114.87	5,172.31	0.51
seq742	669.70	4,874.46	-168.99	1,733.92	0.42	6,687.88	-113.97	5,997.22	0.54	255.99	927.58	113.70	2,585.66	0.32	1,294.48	108.55	9,627.09	0.47
seq743	557.22	4,192.82	-208.32	1,082.86	0.44	5,585.61	-92.14	3,044.66	0.59	213.00	806.66	115.45	1,486.56	0.35	1,127.11	112.84	3,995.66	0.50
seq744	616.03	5,379.60	-151.93	2,144.25	0.41	7,905.10	-73.74	13,154.41	0.52	235.48	1,011.04	116.59	3,813.82	0.35	1,554.51	112.82	14,132.06	0.45
seq745	909.94	4,623.49	-120.63	1,583.84	0.36	6,762.27	-20.27	7,352.91	0.51	347.83	898.69	105.75	2,163.06	0.29	1,330.60	105.59	11,406.54	0.45
seq746	694.98	6,644.61	-265.40	5,057.78	0.37	7,664.78	-159.35	12,459.93	0.50	265.66	1,201.96	117.31	6,998.95	0.29	1,557.88	110.10	14,495.94	0.44
seq747	928.70	5,984.75	-17.81	3,456.51	0.36	8,972.39	-42.23	24,209.35	0.49	355.00	1,187.61	111.84	6,689.70	0.30	1,798.88	111.00	27,928.97	0.44
seq748	669.70	4,088.94	-55.67	793.69	0.43	6,524.28	-127.32	5,033.34	0.55	255.99	789.31	110.06	1,346.98	0.36	1,236.75	110.91	7,379.62	0.50
seq749	694.98	4,184.22	-204.48	1,535.65	0.39	6,561.63	-155.97	5,972.98	0.56	265.66	892.89	114.52	2,214.46	0.35	1,361.32	115.66	7,384.42	0.51
seq750	694.98	4,355.79	-230.34	1,871.98	0.38	6,672.35	-169.28	6,159.14	0.55	265.66	929.42	115.45	2,619.22	0.33	1,385.55	116.06	7,752.67	0.50
seq751	491.42	6,002.93	-146.71	3,334.17	0.34	9,085.32	-34.07	24,600.72	0.49	187.85	1,115.67	119.89	5,284.88	0.28	1,822.38	114.75	20,594.34	0.44
seq752	643.42	4,263.63	-209.29	1,223.48	0.43	7,000.51	-133.97	7,240.86	0.54	245.95	839.22	113.87	1,817.34	0.32	1,359.07	112.99	8,263.24	0.49
seq753	1,067.00	7,840.08	-111.61	11,428.23	0.32	11,163.88	-118.60	52,293.11	0.45	407.86	1,525.48	113.86	17,936.33	0.26	2,265.74	112.88	54,920.26	0.41
seq754	669.70	5,196.34	26.93	1,738.51	0.40	7,761.47	-111.95	13,004.76	0.53	255.99	1,019.81	114.27	3,559.97	0.35	1,560.25	114.34	12,710.02	0.48
seq755	1,339.39	9,488.91	-31.48	21,426.34	0.28	14,019.68	-87.38	127,340.57	0.41	511.99	1,848.21	112.68	37,854.96	0.24	2,832.64	113.68	137,820.18	0.39
seq756	871.20	6,310.15	-8.80	3,496.45	0.37	9,380.04	-9.10	47,480.36	0.46	333.02	1,202.94	112.52	6,805.95	0.32	1,996.43	107.74	45,258.41	0.43
seq757	694.98	3,895.58	156.02	467.26	0.44	6,450.21	-47.55	9,020.64	0.54	265.66	780.12	104.83	1,362.40	0.40	1,389.95	110.22	6,739.95	0.50
seq758	1,067.00	5,245.91	-84.15	2,625.68	0.37	8,239.43	-167.75	20,665.82	0.49	407.86	1,064.18	106.43	4,051.21	0.32	1,718.35	109.92	22,047.10	0.46
seq759	587.36	5,049.24	-169.19	1,987.62	0.40	6,818.06	-134.93	8,715.38	0.54	224.52	970.30	117.58	3,015.74	0.34	1,399.36	112.68	9,034.97	0.50
seq760	982.84	6,755.60	-58.13	5,936.77	0.36	9,973.16	-54.76	36,611.35	0.48	375.70	1,327.14	111.99	10,152.84	0.30	2,046.37	111.56	36,393.44	0.43
seq761	1,702.34	10,636.44	32.72	31,305.09	0.25	15,784.20	-46.27	240,992.79	0.39	650.73	2,083.57	109.74	60,101.76	0.23	3,199.71	110.18	278,889.77	0.37
seq762	1,189.32	6,552.33	-74.06	6,526.55	0.31	9,669.23	-75.29	40,354.21	0.44	454.62	1,329.08	108.73	10,300.22	0.24	2,044.93	106.59	52,801.91	0.40
seq763	765.83	5,734.43	-179.11	3,356.69	0.40	8,094.71	-77.87	17,525.23	0.52	292.74	1,096.84	114.11	4,925.67	0.31	1,722.83	113.08	16,829.78	0.46
seq764	788.03	4,256.21	0.10	870.01	0.43	6,190.46	17.12	6,249.90	0.56	301.23	826.83	105.76	1,614.02	0.35	1,235.78	107.42	7,840.35	0.48
seq765	909.94	5,856.76	-132.22	3,172.08	0.38	8,813.37	-67.70	25,741.63	0.48	347.83	1,104.09	110.69	5,012.45	0.29	1,779.72	106.41	29,993.64	0.44
seq766	454.97	4,388.34	-175.95	1,007.12	0.43	6,144.26	-55.58	4,459.85	0.57	173.91	800.34	116.41	1,495.02	0.34	1,207.30	113.33	4,110.69	0.49
seq767	1,189.32	10,925.37	-302.04	58,702.62	0.29	14,978.02	-205.33	221,803.51	0.41	454.62	2,195.22	119.83	78,234.50	0.21	3,266.04	112.62	208,913.50	0.35
seq768	321.71	4,713.82	-430.67	1,875.67	0.41	6,632.56	-140.54	5,408.41	0.54	122.98	879.14	123.50	2,253.93	0.23	1,285.06	114.65	5,528.92	0.46
seq769	1,174.72	6,757.52	-17.17	6,092.92	0.34	9,841.37	-51.78	40,203.29	0.47	449.04	1,356.79	109.19	10,854.81	0.29	2,038.12	110.78	39,175.67	0.43
seq770	1,098.85	9,631.41	-132.28	21,928.79	0.33	14,224.69	-49.78	144,343.22	0.43	420.04	1,811.87	115.21	34,697.98	0.26	2,838.24	112.24	145,950.99	0.38
seq771	1,034.16	5,696.51	-77.42	3,625.19	0.37	8,935.93	-83.03	26,744.89	0.50	395.31	1,160.20	109.20	5,663.32	0.33	1,911.69	112.40	27,791.66	0.46
seq772	909.94	5,523.49	-190.33	3,335.75	0.38	8,694.92	-88.14	18,197.95	0.50	347.83	1,076.19	110.71	4,569.98	0.27	1,711.63	111.08	24,164.16	0.44
seq773	694.98	4,825.03	-130.97	1,792.30	0.39	6,724.46	-25.92	7,078.15	0.51	265.66	938.11	113.18	2,730.53	0.30	1,327.54	107.94	9,845.09	0.46
seq774	1,426.70	8,657.90	-248.98	22,523.43	0.32	12,763.59	-136.06	193,264.36	0.40	545.36	1,748.89	112.33	30,475.81	0.24	2,862.95	102.69	191,848.79	0.36
seq775	1,159.95	8,530.93	-145.45	17,517.01	0.33	13,219.44	-107.19	116,429.80	0.44	443.39	1,689.74	114.44	26,127.43	0.28	2,774.30	114.42	106,910.02	0.40
seq776	765.83	3,887.11	-207.61	1,007.02	0.40	6,609.70	-119.91	7,210.34	0.53	292.74	780.84	108.10	1,258.62	0.34	1,308.77	107.26	8,677.07	0.50
seq777	947.09	6,196.69	-130.10	4,916.31	0.37	9,349.31	-77.38	24,254.32	0.49	362.03	1,237.05	112.91	7,985.80	0.29	1,846.93	111.61	30,196.23	0.43
seq778	890.78	5,756.99	-209.80	3,940.93	0.38	8,811.03	-88.55	18,179.52	0.50	340.50	1,118.25	112.17	5,333.73	0.27	1,724.82	111.47	23,645.91	0.44
seq779	982.84	7,122.07	-87.48	7,389.20	0.37	11,118.61	-69.61	54,927.91	0.47	375.70	1,407.68	113.57	12,997.56	0.30	2,258.27	112.03	59,098.76	0.42
seq780	1,050.70	6,830.13	-1.82	5,228.64	0.36	9,473.02	-26.71	39,101.74	0.47	401.64	1,326.17	110.53	10,287.75	0.29	1,986.37	108.29	37,831.65	0.43
seq781	321.71	3,383.19	-72.12	407.60	0.50	5,080.43	-42.92	3,074.79	0.61	122.98	653.68	118.00	671.94	0.42	1,065.93	111.99	2,987.81	0.54
seq782	982.84	7,362.37	-135.46	9,173.18	0.36	10,471.78	-66.24	48,175.75	0.47	375.70	1,435.67	113.98	13,892.25	0.28	2,203.51	111.13	49,443.86	0.42
seq783	809.62	7,606.30	-200.39	9,693.90	0.37	11,963.72	-151.08	97,531.18	0.44	309.48	1,442.23	116.93	14,140.88	0.28	2,493.50	111.25	88,954.06	0.40
seq784	491.42	4,822.33	-172.82	1,499.27	0.43	7,532.90	-113.47	9,307.27	0.54	187.85	899.08	117.47	2,147.28	0.37	1,465.55	114.37	9,953.05	0.48
seq785	1,414.55	8,087.74	-189.18	13,823.28	0.32	11,961.19	-138.74	100,540.93	0.42	540.72	1,564.73	109.60	18,925.64	0.25	2,564.83	105.05	116,927.91	0.39
seq786	587.36	3,825.95	-177.59	878.97	0.45	8,960.07	-227.99	23,968.07	0.46	224.52	765.86	112.93	1,236.09	0.39	1,840.07	111.68	25,184.85	0.44
seq787	371.48	3,488.77	-75.71	411.31	0.49	4,860.79	-25.46	3,229.90	0.57	142.00	660.50	117.06	740.49	0.38	1,038.82	108.94	2,955.55	0.51
seq788	719.37	3,939.68	-15.37	608.24	0.44	6,331.27	-40.93	7,095.15	0.54	274.98	770.89	107.22	1,273.86	0.42	1,284.08	105.39	8,280.78	0.50
seq789	1,098.85	8,286.20	-169.98	14,957.39	0.33	12,039.84	-87.69	71,814.38	0.45	420.04	1,601.68	114.39	21,458.31	0.26	2,441.47	112.63	80,897.93	0.40
seq790	1,067.00	7,551.08	-252.45	10,471.07	0.33	11,297.97	-134.00	54,581.51	0.45	407.86	1,430.71	114.32	13,358.53	0.28	2,300.09	112.89	61,205.44	0.43
seq791	871.20	6,654.29	-126.20	5,828.07	0.36	10,002.71	-53.36	34,494.69	0.48	333.02	1,295.74	115.23	9,362.25	0.30	2,002.40	112.14	37,041.73	0.43
seq792	982.84	4,505.33	-124.61	1,575.62	0.35	5,776.78	8.87	4,378.72	0.49	375.70	898.65	103.89	2,143.39	0.34	1,149.67	101.35	7,370.98	0.47
seq793	1,474.27	15,360.00	-283.53	146,996.67	0.26	20,926.45	-124.99	-644,130.05	0.38	563.55	2,778.12	118.42	196,383.45	0.18	4,302.66	116.71	-484,080.68	0.32
seq794	321.71	3,441.81	-155.04	389.20	0.50	5,164.50	-33.01	2,339.58	0.61	122.98	634.85	118.64	670.88	0.45	1,004.80	111.38	2,617.91	0.52
seq795	719.37	4,969.95	-242.09	1,999.58	0.40	6,390.57	-81.05	5,523.97	0.53	274.98	924.05	112.17	2,583.07	0.28	1,247.89	107.89	7,497.27	0.46
seq796	890.78	6,303.97	-230.58	4,701.24	0.36	9,305.03	-138.73	20,492.19	0.50	340.50	1,174.93	113.33	6,382.00	0.28	1,838.29	115.33	23,188.38	0.45
seq797	1,576.06	10,798.80	-123.01	46,098.01	0.31	14,344.68	-119.85	270,522.49	0.41	602.45	2,165.32	112.47	67,339.47	0.26	3,190.47	108.57	243,328.83	0.37
seq798	557.22	6,269.93	-135.36	3,302.40	0.38	8,515.38	-65.48	17,887.19	0.50	213.00	1,134.52	117.64	5,542.86	0.30	1,697.08	112.62	17,513.34	0.44
seq799	928.70	5,547.82	-146.19	2,813.28	0.38	8,042.31	-55.17	13,501.35	0.50	355.00	1,048.23	108.97	4,106.09	0.27	1,540.78	107.51	18,742.46	0.44
seq800	965.13	5,537.42	-150.17	2,815.98	0.37	7,985.57	-68.75	13,749.01	0.50	368.93	1,047.84	108.15	4,030.57	0.28	1,546.36	107.98	18,554.49	0.44
seq801	525.35	4,325.17	-233.95	1,366.21	0.40	6,561.61	-215.08	4,236.97	0.54	200.82	839.26	116.80	1,808.90	0.30	1,273.86	113.46	7,173.66	0.48
seq802	719.37	4,164.44	-109.01	804.40	0.42	6,660.65	-67.24	7,133.29	0.54	274.98	784.29	108.00	1,338.83	0.37	1,304.14	105.93	9,015.70	0.50
seq803	643.42	3,829.31	-164.59	839.42	0.42	5,976.56	-91.41	4,762.99	0.55	245.95	751.16	110.45	1,144.70	0.33	1,189.64	106.81	6,787.46	0.50
seq804	454.97	4,352.59	-261.46	1,057.29	0.44	6,254.83	-148.62	3,656.79	0.56	173.91	787.24	117.05	1,438.51	0.31	1,143.97	111.99	5,079.33	0.48
seq805	1,034.16	5,504.12	-108.73	3,552.65	0.34	8,556.78	-65.17	23,964.57	0.49	395.31	1,117.64	108.21	5,093.19	0.28	1,818.25	111.01	24,289.96	0.45
seq806	262.68	3,789.74	-36.70	596.47	0.45	5,005.92	-55.99	2,885.07	0.60	100.41	751.16	121.00	1,098.63	0.37	1,078.93	112.74	2,673.60	0.54
seq807	491.42	3,914.74	-77.28	678.69	0.45	5,824.50	-157.33	3,102.52	0.58	187.85	750.82	115.24	1,102.55	0.39	1,120.00	115.36	3,978.37	0.52
seq808	525.35	4,954.59	-212.20	1,655.73	0.41	7,855.56	-164.67	8,277.57	0.54	200.82	907.85	117.52	2,345.76	0.32	1,477.52	116.32	10,272.90	0.47
seq809	765.83	3,712.78	-103.62	652.21	0.44	6,495.53	-103.29	7,030.84	0.53	292.74	735.86	105.11	993.67	0.37	1,288.11	105.85	10,108.38	0.50
seq810	1,217.98	9,804.57	-174.53	27,205.73	0.31	13,632.10	-112.66	114,200.06	0.44	465.58	1,868.01	115.48	40,029.34	0.24	2,761.22	113.87	123,776.26	0.38
seq811	719.37	5,423.33	-146.23	2,854.95	0.40	9,039.74	-69.01	21,287.96	0.50	274.98	1,063.73	114.69	4,412.45	0.32	1,786.54	112.30	23,327.49	0.45
seq812	694.98	4,845.06	-251.53	1,601.08	0.40	6,699.57	-116.28	5,909.29	0.52	265.66	884.90	112.66	2,114.55	0.30	1,305.33	109.18	8,818.47	0.48
seq813	643.42	4,948.47	-180.33	1,653.64	0.43	7,186.41	-132.57	8,025.97	0.55	245.95	933.20	114.56	2,743.25	0.31	1,401.20	112.77	9,000.29	0.47
seq814	765.83	5,091.31	-194.84	1,991.62	0.39	7,514.88	-76.72	11,682.99	0.51	292.74	950.69	111.86	2,786.09	0.30	1,489.18	105.63	17,387.39	0.46
seq815	909.94	6,597.39	-36.40	5,140.38	0.36	10,035.18	-83.92	38,957.23	0.48	347.83	1,293.49	113.13	9,288.30	0.30	2,039.52	111.56	41,661.04	0.43
seq816	788.03	4,862.81	-152.38	1,701.98	0.40	7,469.34	-141.05	9,036.18	0.53	301.23	929.99	110.84	2,531.61	0.32	1,438.12	111.63	11,586.20	0.48
seq817	1,203.73	8,400.38	-131.23	16,415.66	0.35	12,894.74	-122.05	145,477.26	0.43	460.13	1,685.90	113.77	25,402.82	0.29	2,818.83	108.84	150,633.24	0.40
seq818	830.65	4,923.56	-162.29	1,776.07	0.40	7,301.78	-72.96	10,482.78	0.52	317.52	930.19	109.10	2,526.44	0.31	1,469.13	106.58	14,470.44	0.47
seq819	415.33	3,311.43	-152.13	405.05	0.51	5,406.82	-158.14	2,362.85	0.61	158.76	633.00	115.48	600.42	0.45	1,049.13	115.10	2,882.95	0.57
seq820	557.22	5,149.76	-267.65	2,370.29	0.37	7,659.52	-115.87	10,965.44	0.50	213.00	967.47	118.31	3,119.37	0.29	1,501.41	108.77	16,358.90	0.45
seq821	371.48	3,707.43	-252.10	619.92	0.50	4,882.60	-197.95	1,924.03	0.63	142.00	692.60	118.97	830.17	0.41	995.01	113.11	2,122.19	0.57
seq822	1,000.24	9,605.96	-181.26	24,399.31	0.32	12,788.17	-96.41	97,138.06	0.44	382.35	1,826.96	117.88	36,202.25	0.24	2,588.07	113.81	87,097.95	0.38
seq823	788.03	6,913.61	-134.06	6,381.32	0.38	9,163.79	-93.75	36,390.01	0.48	301.23	1,325.60	115.88	10,030.79	0.30	1,948.93	110.05	34,379.36	0.43
seq824	669.70	4,610.51	-189.15	1,917.58	0.38	7,230.16	-96.30	11,861.33	0.52	255.99	941.23	115.33	2,753.81	0.33	1,511.82	110.10	14,293.27	0.48
seq825	669.70	5,223.60	-80.96	2,196.77	0.41	7,495.02	-96.97	13,688.70	0.54	255.99	1,032.83	115.69	3,743.37	0.35	1,594.72	116.01	10,725.84	0.49
seq826	928.70	5,508.55	-82.58	2,759.42	0.40	8,037.85	-13.37	21,039.05	0.51	355.00	1,106.31	110.77	4,991.95	0.33	1,769.16	112.16	19,643.65	0.47
seq827	371.48	4,287.73	-194.68	1,133.90	0.42	6,483.61	-80.93	4,851.66	0.57	142.00	825.89	120.54	1,636.13	0.37	1,246.80	116.55	4,874.76	0.50
seq828	765.83	6,534.11	-91.29	4,027.01	0.36	9,074.86	-37.18	29,096.23	0.47	292.74	1,190.92	114.41	6,895.31	0.27	1,864.05	109.60	27,060.54	0.42
seq829	871.20	4,732.65	-134.76	1,329.57	0.39	6,862.85	-65.81	7,055.14	0.52	333.02	879.04	105.95	2,060.23	0.34	1,335.30	109.64	8,055.72	0.47
seq830	587.36	4,716.59	-349.43	1,646.32	0.42	7,267.66	-118.83	9,504.74	0.53	224.52	869.59	116.15	1,992.05	0.33	1,460.16	113.53	10,495.23	0.50
seq831	742.96	5,509.23	-105.76	2,611.75	0.41	8,282.78	-21.40	23,136.04	0.50	284.00	1,056.95	112.55	4,241.30	0.32	1,758.46	110.45	21,418.93	0.45
seq832	491.42	4,230.58	-175.59	762.60	0.41	6,120.04	-195.45	3,256.21	0.56	187.85	744.91	114.46	1,185.73	0.38	1,116.91	115.92	4,171.89	0.49
seq833	454.97	4,226.50	-184.63	754.84	0.42	6,117.29	-197.87	3,251.93	0.56	173.91	741.52	115.55	1,170.58	0.37	1,116.11	115.76	4,149.02	0.49
seq834	928.70	4,906.98	-60.26	1,681.01	0.39	7,146.21	-24.54	14,259.16	0.50	355.00	949.27	105.88	2,689.95	0.31	1,521.96	106.85	14,915.65	0.47
seq835	2,009.09	12,342.15	-89.83	71,897.07	0.29	17,295.00	-77.33	526,131.94	0.39	767.98	2,475.21	111.09	116,001.56	0.24	3,796.88	106.50	552,562.98	0.35
seq836	616.03	4,141.84	-183.43	1,138.43	0.44	6,865.22	-103.50	7,416.55	0.55	235.48	817.34	113.20	1,628.86	0.33	1,389.56	111.67	8,755.50	0.49
seq837	788.03	5,295.03	-242.78	2,767.54	0.41	8,189.99	-88.98	14,639.97	0.52	301.23	1,022.60	112.56	3,756.13	0.31	1,634.65	112.16	16,854.45	0.46
seq838	909.94	5,794.85	-167.58	2,938.15	0.35	8,230.68	-98.17	14,339.97	0.50	347.83	1,057.43	109.98	4,169.35	0.28	1,625.46	111.34	17,753.69	0.46
seq839	616.03	3,292.53	-143.97	460.01	0.50	5,297.85	-64.81	6,068.29	0.52	235.48	655.75	107.74	664.35	0.41	1,156.45	103.73	6,291.73	0.51
seq840	982.84	7,426.48	-56.33	7,113.12	0.36	10,924.99	-66.44	72,461.11	0.46	375.70	1,420.32	113.52	13,459.84	0.29	2,378.92	112.17	58,034.91	0.42
seq841	525.35	5,952.20	-115.13	3,222.26	0.38	8,463.58	-77.96	21,729.94	0.51	200.82	1,118.23	118.66	5,131.15	0.29	1,787.49	115.33	17,205.84	0.46
seq842	525.35	3,459.26	-286.98	712.36	0.47	5,046.09	-135.56	2,061.80	0.59	200.82	708.37	115.56	962.61	0.34	1,063.78	112.62	2,958.82	0.52
seq843	587.36	3,557.48	-159.84	496.02	0.49	4,915.73	37.76	2,579.02	0.55	224.52	675.21	109.75	795.26	0.43	956.38	102.85	3,591.25	0.50
seq844	788.03	4,095.75	-55.05	1,082.89	0.41	6,551.65	-79.71	10,479.77	0.53	301.23	851.47	107.92	1,820.60	0.33	1,447.31	112.15	8,901.39	0.49
seq845	643.42	4,176.19	-86.05	983.87	0.44	6,658.84	-158.29	5,689.69	0.55	245.95	827.76	112.35	1,696.11	0.34	1,291.43	114.31	6,892.53	0.48
seq846	694.98	3,732.55	-4.03	611.08	0.42	6,624.10	-40.92	11,214.02	0.51	265.66	740.46	106.41	1,086.98	0.39	1,437.32	110.60	9,540.01	0.49
seq847	694.98	4,650.94	-195.03	1,361.40	0.41	7,104.69	-133.90	6,605.75	0.55	265.66	864.78	111.96	1,981.17	0.31	1,342.05	112.86	9,273.84	0.48
seq848	262.68	3,689.62	-299.94	682.11	0.47	5,648.41	-90.34	2,771.44	0.60	100.41	694.61	121.78	832.78	0.39	1,080.00	115.18	3,086.62	0.54
seq849	525.35	5,029.80	-236.50	2,042.14	0.42	7,821.04	-131.56	10,912.18	0.53	200.82	959.96	118.41	3,031.33	0.33	1,545.77	114.40	12,555.14	0.47
seq850	765.83	4,652.76	-228.52	1,656.67	0.40	7,252.57	-254.92	7,234.92	0.52	292.74	884.55	110.43	2,134.95	0.28	1,424.71	112.26	8,697.98	0.46
seq851	1,098.85	7,546.11	-106.15	11,103.72	0.33	11,773.50	-38.54	76,714.60	0.45	420.04	1,546.70	114.92	18,291.82	0.30	2,418.52	110.97	85,259.41	0.41
seq852	719.37	6,122.87	-52.42	3,482.35	0.40	9,189.52	-51.81	42,262.34	0.47	274.98	1,174.26	114.48	5,959.17	0.34	2,035.84	110.47	30,383.94	0.43
seq853	909.94	5,311.87	-110.83	2,508.99	0.40	8,224.98	-98.69	15,831.35	0.52	347.83	1,040.20	109.35	3,880.64	0.33	1,649.03	111.92	16,955.29	0.46
seq854	321.71	3,160.99	-408.32	433.63	0.53	3,954.08	-287.71	1,524.74	0.60	122.98	598.99	118.12	506.76	0.37	866.30	110.33	1,295.64	0.55
seq855	1,217.98	10,895.49	-90.65	36,484.08	0.32	16,672.59	-92.33	296,531.74	0.41	465.58	2,105.57	116.04	61,026.88	0.26	3,453.01	114.20	264,011.35	0.37
seq856	557.22	4,838.18	-384.38	2,059.59	0.41	7,452.29	-183.59	8,370.53	0.54	213.00	914.70	119.21	2,416.09	0.31	1,490.35	115.18	10,625.29	0.48
seq857	694.98	5,838.28	-270.20	3,691.32	0.38	8,277.66	-104.95	14,707.97	0.50	265.66	1,097.80	117.14	5,095.69	0.28	1,617.96	108.32	21,700.51	0.44
seq858	525.35	3,731.89	-254.73	650.02	0.46	5,752.75	-271.72	4,410.25	0.54	200.82	702.05	112.92	846.81	0.43	1,167.29	113.89	4,175.69	0.53
seq859	1,203.73	11,180.77	-115.76	40,062.25	0.31	16,045.00	-78.78	236,479.64	0.42	460.13	2,141.93	116.87	69,410.22	0.23	3,254.96	114.01	211,082.08	0.37
seq860	1,508.96	11,777.59	-142.00	59,508.79	0.29	17,298.73	-78.27	292,870.22	0.40	576.81	2,297.91	115.12	90,292.37	0.23	3,510.73	113.03	317,613.23	0.36
seq861	643.42	4,859.62	-73.45	1,776.82	0.38	6,704.44	-43.12	8,433.10	0.53	245.95	965.05	114.96	2,922.05	0.35	1,377.97	109.18	9,419.82	0.49
seq862	851.17	5,972.69	-119.28	3,623.76	0.35	8,099.28	-132.27	12,206.82	0.51	325.36	1,131.06	112.53	5,503.96	0.28	1,581.06	113.25	15,410.05	0.44
seq863	557.22	4,382.49	-168.11	1,143.06	0.43	6,656.52	-35.31	6,826.87	0.56	213.00	829.02	115.20	1,719.08	0.33	1,328.21	112.52	7,025.90	0.50
seq864	1,144.98	8,875.83	-115.17	17,975.19	0.33	12,864.87	-72.69	102,580.65	0.44	437.67	1,736.63	115.07	29,442.09	0.27	2,661.57	112.45	112,181.43	0.40
seq865	415.33	3,796.98	-107.54	609.01	0.49	5,733.53	-60.52	4,358.87	0.59	158.76	737.08	117.95	1,102.60	0.38	1,142.43	110.82	5,292.36	0.52
seq866	616.03	4,450.07	-207.89	1,512.56	0.42	6,082.44	-112.64	4,634.62	0.57	235.48	882.22	115.62	2,127.32	0.34	1,227.72	112.85	5,671.96	0.50
seq867	491.42	5,937.07	-306.25	4,039.39	0.40	8,276.32	-192.95	12,417.26	0.53	187.85	1,117.56	120.76	5,338.60	0.29	1,673.70	117.75	12,730.47	0.45
seq868	1,098.85	8,379.59	-20.08	12,346.19	0.35	12,104.42	-17.48	97,514.36	0.45	420.04	1,653.90	113.81	23,693.87	0.29	2,547.18	112.74	84,838.97	0.40
seq869	871.20	6,635.53	-258.06	5,251.09	0.35	9,438.90	-147.35	27,836.59	0.47	333.02	1,195.49	113.35	7,091.52	0.25	1,873.93	111.70	27,569.01	0.42
seq870	616.03	3,674.56	-207.17	630.79	0.47	5,627.87	-267.37	3,700.10	0.57	235.48	725.88	110.49	978.29	0.41	1,145.90	113.23	3,859.41	0.52
seq871	587.36	4,254.48	-148.12	926.68	0.46	7,563.52	-160.24	6,780.04	0.54	224.52	796.89	112.73	1,413.39	0.38	1,419.16	122.28	6,713.95	0.48
seq872	765.83	4,901.99	-287.50	2,740.96	0.35	7,276.92	-212.07	7,353.22	0.50	292.74	982.29	113.92	3,201.37	0.28	1,448.92	108.70	12,599.65	0.45
seq873	1,377.49	7,769.45	-177.44	11,290.75	0.32	11,585.81	-133.34	57,377.68	0.45	526.55	1,482.24	108.36	15,098.11	0.25	2,301.89	109.85	75,259.42	0.40
seq874	1,462.52	7,961.32	-144.79	15,635.62	0.29	10,522.07	-101.21	59,792.15	0.43	559.05	1,647.59	109.95	23,619.76	0.25	2,240.40	108.23	76,143.65	0.39
